iter	RMSE
284	153.0148447
285	152.9088682
286	152.805318
287	152.2792368
288	151.7921943
289	151.6904769
290	151.591077
291	151.122631
292	150.6215961
293	150.1307568
294	150.0160968
295	149.920014
296	149.4495523
297	149.3554991
298	149.2730624
299	149.1828437
300	149.0786202
301	148.5193615
302	148.4324999
303	147.8713842
304	147.7858815
305	147.702319
306	147.6206498
307	147.2851431
308	147.2052054
309	147.1270725
310	146.4740638
311	145.9536471
312	145.3316568
313	145.2549676
314	145.1799944
315	144.7420653
316	144.6685305
317	144.5966368
318	144.5263455
319	144.4576189
320	144.3904202
321	143.9896812
322	143.5954382
323	143.5295163
324	143.465054
325	143.406556
326	142.8537495
327	142.5153299
328	142.4531484
329	142.3923441
330	142.332885
331	142.0654791
332	142.0073058
333	141.7451172
334	141.6881957
335	141.4311353
336	141.375433
337	141.3245317
338	141.072418
339	140.5436491
340	140.4897759
341	140.2445549
342	139.6835037
343	139.2306679
344	138.9339879
345	138.4984028
346	138.4451079
347	137.926227
348	137.3950633
349	136.8925683
350	136.294169
351	135.7938823
352	135.39599
353	134.9370877
354	134.6342845
355	134.5807188
356	134.3088789
357	133.6305675
358	133.4206173
359	133.1377284
360	133.0854326
361	133.0342871
362	132.9842647
363	132.7825508
364	132.3187297
365	132.2694405
366	132.2212343
367	131.9734986
368	131.7813813
369	131.2337759
370	131.1862414
371	130.654029
372	130.4655607
373	130.0410689
374	129.8583131
375	129.8111432
376	129.5601275
377	129.1393509
378	128.529422
379	128.4830057
380	128.4376119
381	128.1965869
382	127.8266188
383	127.3376833
384	126.8471707
385	126.2815925
386	125.8995848
387	125.6935626
388	125.3233366
389	124.7940507
390	124.5967469
391	124.4047471
392	124.2050784
393	123.8603222
394	123.3545726
395	122.8692465
396	122.702124
397	122.3585058
398	122.1486155
399	121.8387316
400	121.4353715
401	121.0223243
402	120.6997932
403	120.4691928
404	120.0304092
405	119.7228849
406	119.4742911
407	119.2345663
408	118.9371201
409	118.6492373
410	118.4335703
411	118.1388564
412	117.7339229
413	117.6881502
414	117.6433507
415	117.3894445
416	117.17611
417	117.1320663
418	116.7787441
419	116.5722218
420	116.5288946
421	116.4864852
422	116.2867635
423	116.019648
424	115.8230479
425	115.7813369
426	115.7405062
427	115.4836811
428	115.2353717
429	115.0004314
430	114.6219458
431	114.5815421
432	114.3400227
433	114.3003907
434	114.1179464
435	114.0791193
436	113.9635385
437	113.730184
438	113.5045253
439	113.2578836
440	113.0406433
441	112.8133343
442	112.6045008
443	112.4991289
444	112.2856242
445	111.9742605
446	111.7756412
447	111.5805413
448	111.38827
449	111.0907558
450	110.8170132
451	110.6331288
452	110.370104
453	110.1803939
454	110.1407874
455	110.1020185
456	110.0640682
457	109.9495642
458	109.7562848
459	109.7189875
460	109.4408716
461	109.4042552
462	109.2333607
463	109.0458306
464	108.9346263
465	108.8985623
466	108.7337495
467	108.5535161
468	108.2398042
469	108.2042584
470	108.1047963
471	107.9474399
472	107.7714321
473	107.6050311
474	107.2928064
475	107.1858792
476	107.0895754
477	107.0556083
478	107.0223521
479	106.8790443
480	106.8464752
481	106.7675051
482	106.7355677
483	106.4429828
484	106.4116267
485	106.380925
486	106.2338901
487	106.0803616
488	106.0227175
489	105.7806596
490	105.6686652
491	105.5302646
492	105.5005674
493	105.4706082
494	105.4412889
495	105.3657343
496	105.2599307
497	105.0560535
498	105.0018172
499	104.7942101
500	104.5255472
501	104.2994171
502	104.2718158
503	104.0833302
504	103.9550251
505	103.7678944
506	103.6485414
507	103.5315902
508	103.5034121
509	103.4513927
510	103.3363855
511	103.1915087
512	103.1644971
513	103.0386059
514	102.9522705
515	102.9257481
516	102.8996138
517	102.759157
518	102.7114591
519	102.5744461
520	102.549283
521	102.5248479
522	102.3626235
523	102.2709837
524	102.1350081
525	102.0535935
526	101.922675
527	101.8983593
528	101.8745644
529	101.8512786
530	101.7756508
531	101.7528978
532	101.7111901
533	101.582337
534	101.5604601
535	101.5390502
536	101.5180969
537	101.2938461
538	101.2733385
539	101.1114667
540	101.0913621
541	101.0716849
542	100.9146121
543	100.8953155
544	100.8764292
545	100.7538503
546	100.6438744
547	100.6253664
548	100.5509304
549	100.53277
550	100.4288594
551	100.4110666
552	100.1783734
553	99.925586
554	99.82671507
555	99.7300105
556	99.63542201
557	99.38428823
558	99.29218492
559	99.19792628
560	99.10959261
561	99.09203341
562	99.00153901
563	98.77406449
564	98.68558157
565	98.59902364
566	98.51434378
567	98.49706921
568	98.41736484
569	98.40044546
570	98.18123798
571	98.09993276
572	98.02038918
573	97.94256698
574	97.92593536
575	97.84977631
576	97.6006038
577	97.52586647
578	97.45273868
579	97.43638963
580	97.36481593
581	97.23266317
582	97.16485073
583	97.09636762
584	97.08028266
585	96.84184255
586	96.77460341
587	96.70880726
588	96.69233668
589	96.62793714
590	96.5649156
591	96.54939021
592	96.38884287
593	96.15987523
594	96.09804063
595	96.08276492
596	96.02223204
597	95.96299076
598	95.85748148
599	95.76470702
600	95.62082585
601	95.54826841
602	95.49225528
603	95.47736234
604	95.42253211
605	95.40793567
606	95.33925778
607	95.26757606
608	95.20658032
609	95.14773197
610	95.05485725
611	95.04048018
612	95.0264065
613	94.92724214
614	94.91345928
615	94.85711193
616	94.76916033
617	94.61625412
618	94.58142352
619	94.51876449
620	94.44343017
621	94.30785712
622	94.25265068
623	94.19480201
624	94.16194879
625	94.10549866
626	94.09227186
627	94.0372497
628	93.9607713
629	93.8917618
630	93.8215646
631	93.60081023
632	93.53212599
633	93.46519627
634	93.30564979
635	93.24027693
636	93.19055571
637	92.97653241
638	92.914136
639	92.84003052
640	92.77555007
641	92.56925342
642	92.5561382
643	92.49653365
644	92.48367876
645	92.42552858
646	92.3535001
647	92.17950456
648	92.16684888
649	92.15446297
650	92.12181439
651	92.10967499
652	91.96633605
653	91.95447584
654	91.94286742
655	91.9315053
656	91.87380273
657	91.84341408
658	91.65309134
659	91.57839129
660	91.41366814
661	91.3915349
662	91.24821433
663	91.17488552
664	91.10495878
665	91.09419125
666	91.0302424
667	91.01969232
668	90.99943494
669	90.9416422
670	90.92471981
671	90.86840161
672	90.85823183
673	90.80643701
674	90.65035049
675	90.60659427
676	90.59659718
677	90.54173357
678	90.51765015
679	90.37641151
680	90.32307975
681	90.28456552
682	90.20748567
683	90.15544255
684	90.00264306
685	89.99275535
686	89.98307721
687	89.95748568
688	89.82425075
689	89.81492441
690	89.73146556
691	89.58100752
692	89.53041893
693	89.51309697
694	89.44805661
695	89.30988723
696	89.17014914
697	89.06586379
698	88.98669069
699	88.93756031
700	88.92873915
701	88.85216029
702	88.79030043
703	88.76104496
704	88.6493513
705	88.54077216
706	88.53219967
707	88.48183141
708	88.45926436
709	88.27435745
710	88.14499091
711	88.09174925
712	88.07583712
713	88.01570434
714	87.95704835
715	87.87720541
716	87.79128056
717	87.7205975
718	87.68286238
719	87.58298813
720	87.57512883
721	87.45241869
722	87.43618268
723	87.30717805
724	87.16336959
725	87.06654003
726	87.0187391
727	86.98675489
728	86.97160065
729	86.92798111
730	86.92050283
731	86.8011356
732	86.75862739
733	86.70491511
734	86.69755408
735	86.63911947
736	86.58590768
737	86.53241786
738	86.46381337
739	86.45666055
740	86.35300219
741	86.32989374
742	86.28079722
743	86.23476495
744	86.19302335
745	86.186003
746	86.17242622
747	86.12813475
748	86.07213414
749	86.02041289
750	85.9699553
751	85.90371351
752	85.85233919
753	85.8036455
754	85.75297337
755	85.7060183
756	85.66540215
757	85.56413425
758	85.52039119
759	85.48122359
760	85.34931605
761	85.30394014
762	85.10886812
763	85.06464818
764	85.02149556
765	85.01471223
766	85.00807007
767	84.91130799
768	84.90479552
769	84.78037889
770	84.73815433
771	84.61528971
772	84.58884979
773	84.54780871
774	84.50716412
775	84.46706076
776	84.34817779
777	84.30913295
778	84.21613685
779	84.20969116
780	84.11858894
781	84.08087834
782	84.04407092
783	83.99676482
784	83.96021488
785	83.86049475
786	83.82472119
787	83.78525602
788	83.69656323
789	83.69030068
790	83.60415327
791	83.52903026
792	83.51611776
793	83.42840721
794	83.34414691
795	83.30476494
796	83.26634923
797	83.18413552
798	83.14876626
799	83.13638612
800	83.10205497
801	83.06872085
802	83.01989826
803	82.92948865
804	82.87398807
805	82.82666036
806	82.7747613
807	82.74314135
808	82.69711154
809	82.65213801
810	82.5319101
811	82.46221924
812	82.38039306
813	82.25610715
814	82.17303119
815	82.1410617
816	82.12644765
817	82.04378904
818	81.96412625
819	81.88700444
820	81.87559581
821	81.84456414
822	81.7804478
823	81.71425661
824	81.6843837
825	81.64208822
826	81.55732678
827	81.43506296
828	81.39332532
829	81.36434037
830	81.30211407
831	81.27069228
832	81.24284043
833	81.20856089
834	81.19629599
835	81.02918346
836	80.97263379
837	80.90844015
838	80.86412339
839	80.77152947
840	80.71167293
841	80.64967487
842	80.63187583
843	80.57871335
844	80.55320606
845	80.40271615
846	80.34441059
847	80.33197134
848	80.30439098
849	80.23520572
850	80.13211105
851	80.10677537
852	80.09642672
853	80.03891482
854	80.01624865
855	79.95244102
856	79.8545565
857	79.79840297
858	79.7928626
859	79.73403276
860	79.70330026
861	79.65143787
862	79.62019951
863	79.55905223
864	79.52856108
865	79.46910651
866	79.43581787
867	79.40290434
868	79.25613284
869	79.20684352
870	79.19237449
871	79.14532683
872	79.1260329
873	79.11454617
874	79.05751419
875	79.04648296
876	79.01858759
877	78.97341122
878	78.94407745
879	78.84244751
880	78.81656022
881	78.78788209
882	78.73257225
883	78.68722343
884	78.63337853
885	78.60560092
886	78.59736553
887	78.55276764
888	78.52559156
889	78.40597382
890	78.37628404
891	78.35370307
892	78.33161304
893	78.29019121
894	78.26427444
895	78.24307243
896	78.21736915
897	78.16514552
898	78.12529583
899	78.10778957
900	78.00359507
901	77.9983946
902	77.94765717
903	77.94256245
904	77.88774176
905	77.80167926
906	77.78948404
907	77.74962779
908	77.70557063
909	77.66726848
910	77.63310484
911	77.59105374
912	77.5646861
913	77.54802915
914	77.51105599
915	77.49895729
916	77.48095678
917	77.39101463
918	77.30943021
919	77.26752812
920	77.26253027
921	77.21900783
922	77.2141027
923	77.20931001
924	77.20462706
925	77.2000512
926	77.12041349
927	77.07699722
928	77.06435488
929	77.04671514
930	76.99931103
931	76.97026999
932	76.94575049
933	76.92854154
934	76.9117567
935	76.86099417
936	76.85655826
937	76.85222382
938	76.83190006
939	76.79262033
940	76.75779758
941	76.71481766
942	76.69960832
943	76.60386397
944	76.5821179
945	76.56204861
946	76.52828439
947	76.51223903
948	76.49658857
949	76.44328315
950	76.4049719
951	76.38480511
952	76.38058797
953	76.37646733
954	76.34926957
955	76.32610044
956	76.31082442
957	76.28944724
958	76.19815999
959	76.15975542
960	76.13901677
961	76.13502196
962	76.13111855
963	76.08721994
964	76.08339672
965	76.06333241
966	76.0596025
967	76.01483148
968	75.97184509
969	75.93971896
970	75.90145006
971	75.86134909
972	75.84177741
973	75.79945089
974	75.73394132
975	75.70282254
976	75.68226152
977	75.64912898
978	75.61898289
979	75.60872298
980	75.58280749
981	75.55082228
982	75.54138877
983	75.51056368
984	75.47875777
985	75.46185762
986	75.40560942
987	75.40199674
988	75.39099704
989	75.30520917
990	75.29578018
991	75.28499265
992	75.28145058
993	75.2489333
994	75.23796313
995	75.22759047
996	75.16598811
997	75.13497781
998	75.12443198
999	75.08761162
