iter	RMSE
215	91.90975365
216	91.6982568
217	91.49319812
218	90.4178363
219	89.95174662
220	89.37000776
221	89.14553342
222	88.96011918
223	88.41269627
224	87.90585206
225	86.85827617
226	86.4994203
227	86.2775155
228	85.26301514
229	85.09581444
230	84.0142803
231	83.04434019
232	82.65421368
233	81.88562863
234	81.20759029
235	81.00372538
236	80.61614545
237	79.82837593
238	79.63343522
239	79.44633691
240	79.26604919
241	78.57392989
242	78.43196218
243	77.77920614
244	77.44178303
245	76.7618183
246	76.61694168
247	76.48754732
248	75.85387468
249	75.72932267
250	75.59173473
251	75.12054673
252	74.81822555
253	74.24032161
254	73.49961239
255	72.99039233
256	72.717269
257	72.10437143
258	71.86334428
259	71.28095765
260	71.13465128
261	70.64285092
262	70.10385803
263	69.81417516
264	69.76943356
265	69.72575041
266	69.68333838
267	69.23591264
268	69.19409484
269	69.1532431
270	68.64212793
271	67.91251279
272	67.87185914
273	67.67451604
274	67.15745742
275	66.43575329
276	66.15349744
277	65.54721026
278	64.88308957
279	64.69552176
280	64.16078699
281	63.89651737
282	63.27816742
283	63.20102116
284	63.06435979
285	62.93154718
286	62.58035299
287	61.97786848
288	61.47351894
289	61.40252478
290	61.23734189
291	60.75186255
292	60.28284349
293	59.69643848
294	59.57259203
295	59.12308878
296	59.00469761
297	58.61657708
298	58.08524336
299	57.73389573
300	57.61599239
301	57.5502679
302	57.02987264
303	56.58961591
304	56.11295286
305	55.74362969
306	55.38383345
307	55.01383266
308	54.63856132
309	54.33598676
310	54.19223343
311	53.96491947
312	53.54837702
313	53.33092566
314	53.0225801
315	52.95514257
316	52.62478651
317	52.56035535
318	52.44760094
319	52.33837623
320	52.23256517
321	52.13005567
322	51.744909
323	51.64559414
324	51.26945669
325	50.9466984
326	50.67473695
327	50.4097431
328	50.21169139
329	50.0290103
330	49.66596028
331	49.40381993
332	49.04252635
333	48.79118092
334	48.54495344
335	48.310406
336	47.97610956
337	47.68056356
338	47.45085909
339	47.21707677
340	46.99027358
341	46.76369079
342	46.54360159
343	46.32326385
344	46.1241231
345	45.81081357
346	45.53369719
347	45.26040046
348	45.17128394
349	44.95734372
350	44.74792212
351	44.54479989
352	44.36784867
353	44.1636373
354	43.87320037
355	43.69688864
356	43.54941277
357	43.46351979
358	43.26941729
359	43.07566538
360	42.86995375
361	42.78472006
362	42.59473169
363	42.3623016
364	42.14881974
365	41.98223476
366	41.76720213
367	41.68641001
368	41.48526376
369	41.3383836
370	41.13509157
371	40.98392864
372	40.83671834
373	40.69419309
374	40.47259398
375	40.25630234
376	40.22760213
377	40.02790392
378	39.84556087
379	39.6608623
380	39.63248281
381	39.4989082
382	39.47098071
383	39.34150395
384	39.16168665
385	39.02278217
386	38.86552273
387	38.83853211
388	38.81209569
389	38.78620203
390	38.61563729
391	38.43786454
392	38.31509228
393	38.20769158
394	38.18243971
395	38.07803894
396	37.89549126
397	37.72928054
398	37.59532108
399	37.45777109
400	37.43336023
401	37.2467117
402	37.22282406
403	37.12548202
404	36.96930141
405	36.85917134
406	36.83539544
407	36.6330471
408	36.48033809
409	36.32831575
410	36.17983094
411	36.1565645
412	36.05024565
413	35.87594615
414	35.85302462
415	35.68414672
416	35.54118998
417	35.51862283
418	35.35653017
419	35.33437338
420	35.27122782
421	35.10877544
422	35.08743243
423	35.06652624
424	34.9673045
425	34.83076625
426	34.78894314
427	34.64604065
428	34.49236682
429	34.32559481
430	34.18662077
431	34.03695318
432	33.95024534
433	33.91082003
434	33.89100518
435	33.8067023
436	33.68436568
437	33.66488442
438	33.64583677
439	33.51796912
440	33.38643035
441	33.27851761
442	33.18911322
443	33.05362211
444	33.03464288
445	32.90782194
446	32.76123892
447	32.67198744
448	32.54756012
449	32.41450446
450	32.39586292
451	32.27621957
452	32.16088833
453	32.10647122
454	31.98718655
455	31.88654033
456	31.86830238
457	31.72780147
458	31.57262667
459	31.44883116
460	31.3421585
461	31.32453874
462	31.23039171
463	31.21309233
464	31.14237259
465	31.02566225
466	30.97546146
467	30.85562158
468	30.74355094
469	30.66165598
470	30.51728228
471	30.43501964
472	30.41852953
473	30.342346
474	30.21999313
475	30.11879887
476	30.086387
477	29.98924363
478	29.87313602
479	29.84158525
480	29.77581518
481	29.63197626
482	29.56594557
483	29.45340167
484	29.36348254
485	29.31815094
486	29.22602813
487	29.08682081
488	28.99983192
489	28.90017953
490	28.88501468
491	28.87002975
492	28.8554719
493	28.75811651
494	28.69975923
495	28.62530829
496	28.5644666
497	28.46329569
498	28.40566277
499	28.27122844
500	28.25662161
501	28.12533601
502	28.0439712
503	28.00217971
504	27.89730355
505	27.88328446
506	27.79757432
507	27.71075765
508	27.62430807
509	27.58394153
510	27.52258071
511	27.39675145
512	27.30223084
513	27.25250815
514	27.17573187
515	27.16229091
516	27.05650297
517	27.0182213
518	26.94621422
519	26.90930157
520	26.86505143
521	26.74409352
522	26.65553781
523	26.58364367
524	26.49754418
525	26.46183792
526	26.3437219
527	26.22834264
528	26.13504848
529	26.10940662
530	26.02908787
531	26.00415359
532	25.9215252
533	25.84626448
534	25.76731356
535	25.73366758
536	25.70130161
537	25.66962011
538	25.58212129
539	25.47258151
540	25.37901992
541	25.27173841
542	25.22642456
543	25.12156232
544	25.01910926
545	24.94029971
546	24.91711772
547	24.85001904
548	24.81932352
549	24.69965661
550	24.61129672
551	24.56884819
552	24.49565889
553	24.46692092
554	24.42584477
555	24.35388194
556	24.32439483
557	24.22681134
558	24.19043212
559	24.11992173
560	24.06630887
561	24.04470601
562	23.95062444
563	23.88132496
564	23.80583225
565	23.77938303
566	23.69461274
567	23.66061186
568	23.58924292
569	23.53761327
570	23.50958648
571	23.43064424
572	23.35831513
573	23.3479395
574	23.32724506
575	23.27664747
576	23.20912809
577	23.1426292
578	23.07984109
579	23.05299923
580	22.9836941
581	22.89216299
582	22.87226313
583	22.79326473
584	22.70763606
585	22.6784959
586	22.6048213
587	22.54605102
588	22.46572745
589	22.40758987
590	22.33858906
591	22.25445002
592	22.1961661
593	22.18684378
594	22.16390471
595	22.10961342
596	22.0411655
597	21.95655844
598	21.85747366
599	21.80241558
600	21.7605206
601	21.68900032
602	21.6021721
603	21.54189482
604	21.47833245
605	21.40491167
606	21.36093955
607	21.30421166
608	21.25564114
609	21.18378386
610	21.11337513
611	21.063493
612	21.04541534
613	21.02363633
614	20.97628375
615	20.91625914
616	20.85980226
617	20.79173032
618	20.73330949
619	20.65710312
620	20.58311417
621	20.52553513
622	20.50330204
623	20.44116146
624	20.42490311
625	20.31990224
626	20.2548148
627	20.24210512
628	20.15497274
629	20.10265739
630	20.03270344
631	19.93640168
632	19.89228172
633	19.85394787
634	19.762337
635	19.69358505
636	19.64450108
637	19.60090001
638	19.54741334
639	19.50398127
640	19.43671049
641	19.37120569
642	19.30741516
643	19.28853418
644	19.20078359
645	19.15099137
646	19.11826007
647	19.06362225
648	18.98238341
649	18.94951406
650	18.87219273
651	18.81422942
652	18.79478323
653	18.74331803
654	18.68425991
655	18.6526927
656	18.59317149
657	18.53519166
658	18.51745016
659	18.47229288
660	18.43140332
661	18.38565876
662	18.32927526
663	18.28300828
664	18.22627013
665	18.17317737
666	18.12095386
667	18.07525135
668	18.02955249
669	17.97731835
670	17.93334757
671	17.88401629
672	17.83269578
673	17.78261404
674	17.74822772
675	17.69939869
676	17.6728719
677	17.62478864
678	17.59230841
679	17.55697801
680	17.5129948
681	17.46145296
682	17.42038593
683	17.37420179
684	17.34731813
685	17.30237283
686	17.28683497
687	17.26042209
688	17.20775168
689	17.19280237
690	17.16504582
691	17.09082235
692	17.06598577
693	17.01794035
694	16.94826312
695	16.9123692
696	16.89220169
697	16.82349811
698	16.78669886
699	16.78036896
700	16.76134911
701	16.69595308
702	16.65676113
703	16.60857837
704	16.5569546
705	16.53827061
706	16.50273127
707	16.48451
708	16.44692182
709	16.42920611
710	16.38220876
711	16.33836101
712	16.32097924
713	16.29286081
714	16.23081839
715	16.2138718
716	16.19739678
717	16.14502289
718	16.12908205
719	16.0977979
720	16.08181729
721	16.06665335
722	16.05282214
723	16.01380329
724	15.99904464
725	15.96562987
726	15.95138429
727	15.89747307
728	15.85889218
729	15.82045914
730	15.78589777
731	15.74965182
732	15.71377071
733	15.67652137
734	15.66356838
735	15.60483124
736	15.59444457
737	15.57335397
738	15.53359795
739	15.4991275
740	15.46854899
741	15.43197935
742	15.39706098
743	15.36904942
744	15.33666623
745	15.32272973
746	15.27391609
747	15.24113444
748	15.21887526
749	15.17200056
750	15.16094967
751	15.12825071
752	15.09552121
753	15.06286826
754	15.02276763
755	14.97031064
756	14.93301396
757	14.91969062
758	14.90673656
759	14.89654496
760	14.8856149
761	14.85535577
762	14.82412792
763	14.79639657
764	14.74764107
765	14.70662521
766	14.66964146
767	14.64323227
768	14.63061936
769	14.59507153
770	14.55045972
771	14.52521802
772	14.48617165
773	14.46218051
774	14.41809197
775	14.39771973
776	14.35485005
777	14.32169537
778	14.31240108
779	14.27403979
780	14.26497991
781	14.20685744
782	14.18454487
783	14.14490977
784	14.08997407
785	14.03282268
786	13.99700572
787	13.96182026
788	13.9305644
789	13.92189158
790	13.91059592
791	13.87955829
792	13.87015626
793	13.82745924
794	13.80145861
795	13.77914301
796	13.76273911
797	13.74720902
798	13.70016273
799	13.68934801
800	13.68372619
801	13.67827019
802	13.65795204
803	13.62758841
804	13.62234607
805	13.58773986
806	13.55807276
807	13.55011593
808	13.52479204
809	13.5055431
810	13.46684244
811	13.43927659
812	13.40089021
813	13.390316
814	13.3664568
815	13.33762316
816	13.32966791
817	13.30754032
818	13.27120347
819	13.24791758
820	13.21821838
821	13.19946525
822	13.19215838
823	13.17248435
824	13.14881917
825	13.12209085
826	13.10335786
827	13.06858158
828	13.0248926
829	12.99799253
830	12.9768743
831	12.96858597
832	12.96334595
833	12.92809977
834	12.90490031
835	12.87120184
836	12.8470047
837	12.82398803
838	12.81899661
839	12.79190498
840	12.78704188
841	12.76916564
842	12.75180204
843	12.72989228
844	12.70722979
845	12.68574801
846	12.66462044
847	12.64312876
848	12.61852159
849	12.59441962
850	12.55395232
851	12.53164019
852	12.50965568
853	12.48438183
854	12.45563058
855	12.42378867
856	12.38579856
857	12.36576647
858	12.33973315
859	12.31819479
860	12.3016591
861	12.28103489
862	12.26522502
863	12.26074108
864	12.24080369
865	12.22171253
866	12.19636992
867	12.16426663
868	12.15133613
869	12.12098699
870	12.10399776
871	12.0974255
872	12.06657478
873	12.05255258
874	12.01795525
875	11.98784061
876	11.96988681
877	11.94476917
878	11.91766286
879	11.89941078
880	11.8754061
881	11.86121153
882	11.85111626
883	11.83445686
884	11.81411577
885	11.79706314
886	11.77419257
887	11.75415595
888	11.70468382
889	11.67319488
890	11.64946545
891	11.63372198
892	11.61614467
893	11.59790434
894	11.5739637
895	11.54330625
896	11.51623519
897	11.49884019
898	11.49183155
899	11.45660401
900	11.42623373
901	11.40916132
902	11.3878081
903	11.36884072
904	11.34061829
905	11.32294955
906	11.30383789
907	11.27494418
908	11.25819708
909	11.22409071
910	11.20456661
911	11.18546376
912	11.16569435
913	11.13114788
914	11.09764341
915	11.07812672
916	11.06019123
917	11.04470188
918	11.03723379
919	11.02997304
920	11.02578928
921	11.00467634
922	10.99631518
923	10.97892335
924	10.97101287
925	10.96404649
926	10.94723231
927	10.94045136
928	10.91361381
929	10.89665919
930	10.88054057
931	10.86118532
932	10.82896107
933	10.80428679
934	10.76824505
935	10.74917503
936	10.73868794
937	10.72424496
938	10.69971016
939	10.67453269
940	10.65135606
941	10.63631799
942	10.60783228
943	10.59628194
944	10.56271141
945	10.53476631
946	10.51482812
947	10.49970024
948	10.480818
949	10.47192953
950	10.44707391
951	10.41364635
952	10.40406687
953	10.38261266
954	10.36674739
955	10.35555569
956	10.33888778
957	10.32334647
958	10.3012505
959	10.28721938
960	10.27196485
961	10.25740225
962	10.24361442
963	10.22662864
964	10.21241433
965	10.19151237
966	10.16915374
967	10.15882172
968	10.14066853
969	10.12439832
970	10.11521619
971	10.0977175
972	10.07812281
973	10.0629414
974	10.04791678
975	10.01926403
976	10.00458665
977	9.97834271
978	9.968578869
979	9.949001479
980	9.928443234
981	9.911772444
982	9.89473691
983	9.883315158
984	9.868256676
985	9.847634096
986	9.838627449
987	9.796972974
988	9.785115616
989	9.763531318
990	9.739207371
991	9.711467576
992	9.700328688
993	9.686466913
994	9.674425945
995	9.65921377
996	9.649210934
997	9.636575152
998	9.613781039
999	9.598658531
